id,job,job_cn
4221,auto winder,自动卷帘
4214,auto transport driver,汽车运输司机
4215,auto travel counselor,汽车旅行顾问
4212,auto transmission specialist,自动变速器专家
4216,auto tune up mechanic,汽车调校技师
4213,auto transmission technician,自动变速器技师
4219,auto washer,汽车洗车工
4211,auto transmission mechanic,自动变速器技师
4220,auto wheel alignment specialist,汽车车轮定位专家
4218,auto wash buffer,汽车洗车缓冲区
4210,autotransfusionist,自体输血师
4217,auto vinyl top installer,汽车乙烯基车顶安装工
4232,aviation all source intelligence,航空情报
4223,auxiliary engineer,辅助工程师
4225,auxiliary equipment tender,辅助设备投标
4226,auxiliary operator,辅助操作员
4231,avian keeper,鸟类饲养员
4230,avaya engineer,艾维雅工程师
4227,auxiliary plant operator,辅助植物操作员
4224,auxiliary equipment operator,辅助设备操作员
4222,auto wrecker,汽车拆解工
4233,aviation boatswain's mate,航空水手长
4229,auxiliary powerplant operator,辅助动力装置操作员
4228,auxiliary power equipment operator,辅助动力设备操作员
4236,aviation electrician,航空电工
4234,aviation consultant,航空顾问
4239,aviation engineer,航空工程师
4243,aviation mechanic,航空机械师
4244,aviation medicine specialist,航空医学专家
4235,aviation electrical technician,航空电子技师
4241,aviation maintenance technician,航空维修技师
4245,aviation metalsmith,航空金属工艺师
4237,aviation electronics technician,航空电子技师
4240,aviation maintenance instructor,航空维修教员
4242,aviation manager,航空经理
4238,aviation electronic warfare operator,航空电子战操作员
4251,aviation project manager,航空项目经理
4250,aviation project engineer,航空项目工程师
4249,aviation program manager,航空项目经理
4246,aviation neuropsychologist,航空神经心理学家
4247,aviation operations specialist,航空运营专家
4255,aviation safety technician,航空安全技术人员
4254,aviation safety officer,航空安全官员
4257,aviation survival technician,航空生存技术员
4253,aviation safety inspector,航空安全检查员
4248,aviation ordnance officer,航空军械官
4252,aviation safety equipment technician,航空安全设备技术员
4256,aviation support equipment repairer,航空支援设备维修工
4263,aviculturist,鸟类学家
4260,aviation technician,航空技术员
4267,avionics engineer,航空电子工程师
4264,avid editor,热情的编辑
4259,aviation technical systems specialist,航空技术系统专家
4265,avionics electrical engineer,航空电子电气工程师
4269,avionics integration engineer,航空电子系统集成工程师
4258,aviation tactical readiness officer,航空战术准备军官
4266,avionics electronics technician,航空电子设备技术员
4268,avionics installer,航空电子设备安装工
4262,aviation warfare systems operator,航空战系统操作员
4261,aviation technician aircraft,航空技术员飞机
4270,avionics manager,航空电子经理
4271,avionics mechanic,航空电子技师
4276,avionics system engineer,航空电子系统工程师
4275,avionics supervisor,航空电子监督员
4277,avionics systems engineer,航空电子系统工程师
4278,avionics systems integration specialist,航空电子系统集成专家
4274,avionics shop supervisor,航空电子商店主管
4279,avionics systems repairer,航空电子系统维修工
4273,avionics safety inspector,航空电子安全检查员
4280,avionics systems technician,航空电子系统技术员
4272,avionics repair technician,航空电子设备维修技师
4284,avp,高级副总裁
4281,avionics technician,航空电子技师
4291,awning craftsman,帐篷工匠
4288,award clerk,奖品管理员
4286,awake overnight counselor,夜间辅导员
4285,av specialist,音频视频专家
4287,awake overnight monitor,夜间监控员
4283,avionic technician,航空电子技师
4292,awning craftsperson,篷布工匠
4290,awning assembler,帐篷装配工
4289,award machine operator,奖励机器操作员
4282,avionics test technician,航空电子测试技术员
4300,awning maker,篷布制造商
4293,awning erector,帐篷搭建者
4304,aws architect,AWS架构师
4294,awning finisher,帐篷完成者
4296,awning hanger,雨篷挂钩
4295,awning frame maker,帐篷框架制造者
4302,awnings mechanic,篷布维修工
4303,awning spreader,篷布展开器
4297,awning hanger helper,雨篷挂钩助手
4298,awning hanger supervisor,帐篷挂设主管
4299,awning installer,篷布安装工
4301,awning maker and installer,篷布制造商和安装工
4305,aws consultant,AWS顾问
4316,ax survey worker,调查员
4306,aws developer,AWS开发者
4313,axle turner,轴转动工
4311,axle inspector,轴检员
4312,axle polisher,轴打磨工
4307,aws software development engineer,亚马逊软件开发工程师
4308,aws solution architect,AWS解决方案架构师
4309,axle and frame mechanic,轴和框架机械师
4315,axminster weaver,阿克斯明斯特织工
4314,axminster rug setter,阿克斯明斯特地毯铺设工
4310,axle bearing polisher,轴轴承抛光工
4318,azure developer,Azure开发者
4317,azure architect,Azure架构师
4329,babbitter,咬合者
4319,azure principal solution specialist,Azure原则解决方案专家
4327,b2b sales professional,B2B销售专业人士
4324,b2b sales consultant,B2B销售顾问
4326,b2b sales manager,B2B销售经理
4325,b2b sales executive,B2B销售执行
4328,b2b sales representative,B2B销售代表
4320,b2b account executive,B2B客户经理
4323,b2b outside sales representative,B2B外部销售代表
4321,b2b appointment setter,B2B预约设置员
4330,babbitt spinner,黄铜丝轮工
4333,baby counselor,婴儿顾问
4337,baby nurse,婴儿护士
4322,b2b managed service sales exec,B2B管理服务销售执行
4334,baby doctor,儿科医生
4332,baby attendant,婴儿保育员
4339,baby sitter,保姆
4338,baby registry sales consultant,婴儿登记销售顾问
4336,baby formula worker,婴儿配方奶粉工人
4335,baby formula mixer,婴儿配方奶粉混合器
4340,babysitter,保姆
4331,babcock tester,巴布科克测试员
4345,back closer,后退更近
4349,backend developer,后端开发者
4344,backbreaker,背痛者
4343,baccarat manager,百家乐经理
4348,back end developer,后端开发者
4346,back digger operator,挖掘机操作员
4342,baccarat dealer,百家乐荷官
4347,back end architect,后端架构师
4341,baby stroller rental clerk,婴儿推车租赁员
4350,back end engineer,后端工程师
4355,backer up,备份者
4352,backend python developer,后端Python开发者
4356,back facer,背板工
4358,backfiller,回填工
4351,backend java developer,后端Java开发者
4361,back grinder,磨床操作工
4353,backend tester,后端测试员
4359,back filler operator,后备填充操作员
4354,back end web developer,后端网页开发者
4360,back gray cloth washer,背部灰色布洗衣工
4357,back feeder plywood layup line,背板胶合板铺层线
4365,back hanger,衣架
4364,back hand,反手
4371,back joiner,背板工
4366,backhaul driver,长途卡车司机
4372,back line cook,后厨厨师
4363,background investigator,背景调查员
4370,backing in machine tender,机车乘务员
4362,background check coordinator,背景调查协调员
4369,backhoe operator,挖掘机操作员
4367,back hoe machine operator,推土机操作员
4368,back hoe operator,推土机操作员
4373,back maker,背工
4375,back order clerk,退货客服
4377,back padder,后勤人员
4374,back office medical assistant,后勤医疗助理
4381,back roller,背部按摩器
4376,backpackers manager,背包客经理
4379,back panel padder,后面板填充物
4380,backrest assembler,靠背装配工
4378,back pad inspector,背垫检查员
4383,backroom associate,后台助理
4382,back roll lathe operator,回转车床操作工
4392,back stayer,后盾
4385,back sewer,后厨
4388,backshoe person,背鞋人
4389,back shoe worker,鞋底工人
4387,back shoe operator,鞋底操作工
4386,back shoe cutter,鞋底切割工
4384,back seam stitcher,后缝缝纫工
4393,back strip machine operator,背板机操作员
4391,back sizer,后置尺寸调整师
4390,backside grinder,后侧磨床操作工
4404,backup administrator,备份管理员
4394,back tacker,背包客
4402,back tufter,背部按摩师
4395,back tender,后厨助手
4400,back tender paper machine,后部纸机
4397,back tender cylinder,后端开发工程师
4403,backup administrative coordinator,备份行政协调员
4399,back tender insulation board,背衬隔热板
4396,back tender cloth printing,后整理布料印花
4401,back tender pulp drier,背部柔软的果肉干燥器
4405,backup engineer,备份工程师
4410,back up worker,备份工作人员
4414,bacon de rinder,培根
4412,back winder,后窗工
4407,backup operator,备份操作员
4413,backwinder,倒车司机
4409,back up scan coordinator,备份扫描协调员
4406,back up machine operator,备份机操作员
4398,back tender fourdrinier,背衬工四辊压光机操作工
4408,backup sawyer,备份锯木工
4411,back wedger,背板修整工
4423,bacteriologist medical,细菌学家
4426,bacteriology professor,细菌学教授
4417,bacon slicer,培根切片机
4418,bacon stringer,培根串工
4425,bacteriologist soil,细菌学家土壤
4422,bacteriologist industrial,细菌学家工业
4416,bacon skinner,培根剥皮工
4415,bacon skin lifter,培根皮剥离工
4420,bacteriologist fishery,细菌学家渔业
4421,bacteriologist food,细菌学家食品
4419,bacteriologist dairy,细菌学家乳品专家
4424,bacteriologist pharmaceutical,细菌学家药剂师
4436,bag adjuster,行李调整员
4429,bacteriology technician,细菌学技师
4428,bacteriology teacher,细菌学教师
4437,bag bailer,袋装工
4427,bacteriology research assistant,细菌学研究员
4435,baffle mounter,迷惑安装工
4433,bad work gatherer,不良工作收集者
4430,bad cloth checker,坏布检查员
4431,bad credit collector,不良信用催收员
4432,badger distiller operator,獾酒蒸馏工
4434,baffle installer,百叶窗安装工
4438,bag bleacher,背包客
4447,baggage agent,行李代理
4442,bag cutter,裁缝
4441,bag checker,行李检查员
4448,baggage agent supervisor,行李代理主管
4440,bag bundler,行李打包员
4439,bag builder,包制作师
4443,bagel maker,贝果制作师
4445,bag filler,袋装填充工
4449,baggage and mail agent,行李和邮件代理
4446,bag filler machine operator,袋装机操作员
4444,bag end sewer,袋底缝纫工
4450,baggage checker,行李检查员
4456,baggagemaster,行李管理员
4451,baggage clerk,行李员
4455,baggageman,行李员
4459,baggage screener,行李安检员
4457,baggage porter,行李搬运工
4452,baggage handler,行李搬运工
4453,baggage handling supervisor,行李处理主管
4454,baggage inspector,行李检查员
4458,baggage porter head,行李搬运工主管
4460,baggage security checker,行李安检员
4461,baggage smasher,行李破坏者
4469,bag liner,袋衬
4468,bag inspector,行李检查员
4463,bagger meat,肉包装工
4470,bag loader,袋装工
4467,bag hanger,挂包工
4465,bagging salvager,拾荒者
4473,bag machine helper,袋机助手
4472,bag machine adjuster,袋机调整员
4464,bagging machine operator,包装机操作员
4466,bag grader,袋装分级员
4471,bag loader machine operator,袋装机操作员
4462,bagger and stock handler helper,搬运工和库存处理助手
4481,bagman/woman,搬运工
4478,bag maker,皮匠
4482,bag mender,修补袋的人
4483,bag patcher,补袋工
4474,bag machine operator,袋机操作员
4476,bag machine set up operator,袋装机操作员
4477,bag machine tender,袋机操作员
4484,bag presser,袋压机操作员
4479,bag making machine operator,制袋机操作员
4475,bag machine operator helper,袋机操作员助手
4480,bag making machine tender,制作袋子的机器操作员
4485,bag press operator,袋压机操作员
4496,bag washer,洗衣工
4487,bag repairer,皮匠
4494,bag turner,袋工
4495,bag valver,袋阀
4486,bag printer,背包印刷工
4493,bag tester,包测试员
4488,bag sealer,袋封口机
4490,bag shaker,背包摇动者
4492,bag sorter,袋装分类员
4491,bag shop worker,手提包店员工
4489,bag sewer,袋缝纫工
4497,bag worker,袋工
4501,bail bonding agent,保释代理人
4499,bail attacher,保释人
4500,bail bond agent,保释代理人
4505,bailiff,法警
4498,bail agent,保释代理人
4502,bail bondsman,保释人
4504,bailer tenders supervisor,卸货工长
4503,bailer operators supervisor,吊桶操作员主管
4506,bailing machine operator,扒机操作员
4509,bait man,钓鱼人
4508,bait maker,饵料制作师
4507,bait digger,诱饵挖掘者
4511,bait painter,饵画家
4516,baker,面包师
4517,baker apprentice,面包学徒
4512,bait tier,饵料师
4519,baker biscuit,面包师
4510,bait packer,饵料包装工
4514,baked goods stock clerk,烘焙食品库存管理员
4513,baked and graphite inspector,烘焙和石墨检查员
4520,baker bread,面包师
4515,bakelite molder,酚醛塑料模压工
4518,baker bench,面包师桌子
4525,baker laboratory,面包师实验室
4524,baker helper,面包师助手
4523,baker head,面包师主管
4526,bake room worker,烘焙房工人
4521,baker chef,面包师厨师
4529,baker pastry,面包师
4522,baker doughnut,面包师，甜甜圈
4527,baker operator automatic,面包师操作员自动
4532,baker test,面包师测试
4531,baker second,面包师助手
4530,baker pie,糕点师
4528,baker paint,面包师油漆工
4535,bakery associate,面包店助理
4534,bakery assistant,面包店助手
4536,bakery chef,面包师
4541,bakery helper,面包店助手
4538,bakery decorator,面包装饰师
4539,bakery deliverer,面包配送员
4537,bakery clerk,面包店店员
4542,bakery machine mechanic,面包机维修工
4540,bakery demonstrator,糕点展示员
4533,bakery and deli sales manager,面包店和熟食店销售经理
4543,bakery machine mechanic supervisor,面包机机械师主管
4544,bakery manager,面包店经理
4546,bakery products checker,面包产品检查员
4547,bakery sales clerk,面包店销售员
4545,bakery pastry internship,面包糕点实习
4552,bakery worker,面包师
4551,bakery technician,面包师
4555,baking assistant,烘焙助手
4550,bakery team member,面包房团队成员
4548,bakery supervisor,面包店主管
4549,bakery team leader,面包房团队领导
4554,bakeshop cleaner,烘焙店清洁工
4553,bakery worker conveyor line,面包厂工人，传送带
4562,balance clerk,平衡员
4564,balancer,平衡者
4563,balance engineer,平衡工程师
4556,baking factory worker,烘焙工厂工人
4559,balance assembler,平衡汇编器
4557,baking powder mixer,烘焙粉混合机
4560,balance bridge assembler,平衡桥装配工
4561,balance bridge inspector,平衡桥梁检查员
4571,balance truer,平衡真实
4558,balance and hairspring assembler,平衡和游丝装配工
4566,balancer scale,天平秤
4568,balance sheet analyst,资产负债表分析师
4565,balance recesser,平衡recesser
4572,balance truing inspector,平衡调整检验员
4570,balance staff staker,平衡员工持股人
4569,balance staff inspector,平衡员工检查员
4567,balance screwhead polisher,平衡螺丝头抛光机
4582,balcony worker,阳台工人
4581,balancing machine set up worker,平衡机安装工
4573,balance weigher,平衡称重员
4580,balancing machine operator,平衡机操作员
4583,bale breaker operator,打包机操作员
4578,balance wheel screw hole driller,平衡轮螺丝孔钻
4577,balance wheel motion inspector,平衡轮运动检查员
4575,balance wheel facer,平衡轮修磨工
4579,balance wheel screw hole tapper,平衡轮螺孔锥形
4576,balance wheel hand filer,平衡轮手工磨光工
4574,balance wheel arm burnisher,平衡轮臂抛光剂
4589,bale sewer,打包工
4584,bale coverer,打包工
4587,baler,打包工
4586,bale piler,打包工
4588,baler operator,打包机操作员
4592,baling machine operator,打包机操作员
4591,bale tie machine operator,打包机操作员
4585,bale opener,打包机操作员
4590,bale stacker,打包堆垛工
4595,ball assembler,球装配工
4593,baling machine tender,打包机操作员
4594,baling press operator,打包机操作员
4598,ballaster,球磨机操作员
4602,baller tender,篮球裁判
4599,ballast inspector,压载物检查员
4601,ball ender,球端
4596,ballast cleaning machine operator,压舱机操作员
4597,ballast cleaning operator,压载水清洁操作员
4605,ballet dancer,芭蕾舞者
4604,ballet company member,芭蕾舞团成员
4603,ballet company artistic director,芭蕾舞团艺术总监
4607,ballet professor,芭蕾舞教授
4600,ballast regulator operator,压载调节器操作员
4611,ball holder,球手
4609,ballet teacher,芭蕾舞教师
4606,ballet master/mistress,芭蕾舞大师/女士
4614,ballistic expert,弹道专家
4610,ball fringe machine operator,球边机操作员
4612,balling head tender,球头软管工
4615,ballistician,弹道学家
4608,ballet soloist,芭蕾舞独舞演员
4613,balling machine operator,球磨机操作员
4616,ballistics expert,弹道学专家
4619,ballistics professor,弹道学教授
4620,ballistics teacher,弹道学教师
4622,ballistic technician,弹道技术员
4621,ballistics tester,弹道测试员
4617,ballistics expert forensic,弹道学专家法医
4627,balloon artist,气球艺术家
4618,ballistics laboratory gunsmith,弹道实验室枪械师
4624,ball maker,球制造者
4623,ball machine operator,球机操作员
4625,ball mill mixer,球磨机混合器
4626,ball mill operator,球磨机操作员
4630,balloon maker,气球制造商
4628,balloon design printer,气球设计打印工
4629,balloon dipper,气球吹制者
4634,balloon tester,气球测试员
4631,balloon pilot,热气球飞行员
4633,balloon seller,气球销售员
4632,balloon sander,抛光机操作员
4636,ballpoint pen cartridge tester,圆珠笔芯测试员
4637,ballpoint pens assembler,圆珠笔组装工
4644,ball shagger,球童
4635,ballpoint pen assembly machine operator,圆珠笔组装机操作员
4638,ball points inspector,圆珠笔检验员
4640,ball racker,球杆整理工
4639,ball point splitter,圆珠笔拆解工
4642,ballroom dance instructor,舞厅舞蹈教练
4641,ball rolling machine operator,球滚动机操作员
4645,ball sorter,球分类员
4643,ballroom dancer,舞厅舞者
4652,banana expert,香蕉专家
4650,ball worker,球工
4651,banana carrier,香蕉搬运工
4648,ball warper tender,球面整形工
4647,ball truing machine operator,球磨机操作员
4646,ball thread machine tender,球螺纹机操作员
4649,ball winder,球线绕线器
4655,banana loader,香蕉加载器
4653,banana grader,香蕉分级员
4654,banana handler,香蕉处理员
4657,banana room cutter,香蕉房切割工
4656,banana ripening room supervisor,香蕉催熟室主管
4658,banbury machine operator,班伯里机器操作员
4662,bandage maker,绷带制造商
4660,banbury mixer operator,班伯里混合机操作员
4659,banbury mill operator,班伯里磨坊操作员
4661,banbury operator,班伯里操作员
4667,band attacher,乐队成员
4664,bandage wrapping machine operator,绷带包装机操作员
4663,bandage winding machine operator,绷带卷绕机操作员
4674,band director,乐队指挥
4669,band bias machine operator,乐队偏移机操作员
4668,b and b gang worker,B&B旅馆工人
4670,band booker,乐队经纪人
4665,band aid machine operator,创可贴机操作员
4675,band edger,乐队边缘人
4671,band builder,乐队组建者
4672,band cutter,带锯切割工
4666,band and cuff cutter,乐队和袖口裁剪工
4673,band cutting machine operator,乐队切割机操作员
4682,band head saw operator,班组长
4676,bander,绑工
4687,band lining bander,绑线工
4680,bander hand,绑带工
4686,band leader,乐队领队
4681,bander operator,绑带操作员
4685,band instrument repairer,乐队乐器修理工
4684,band instrument maker,管乐器制造者
4683,banding machine operator,绑带机操作员
4678,bander and cellophaner machine,胶带和玻璃纸机
4692,band master,乐队指挥
4694,band nailer,扳手
4690,band maker,乐队制作人
4679,bander and cellophaner machine helper,胶带和透明纸机助手
4691,band manager,乐队经理
4689,band machine operator,乐队机器操作员
4693,bandmill operator,带锯操作员
4677,bander and cellophaner helper machine,胶带和透明胶带辅助机器操作员
4695,bandoleer packer,弹药带装填工
4700,band salvager,乐队救援人员
4697,band presser,乐队鼓手
4699,band ripsaw operator,乐队锯操作员
4701,band saw filer,带锯修磨工
4702,band sawing machine operator,带锯机操作员
4688,band log mill and carriage operator,乐队日志磨坊和马车操作员
4698,band reamer machine operator,板牙机操作员
4708,band saw runner,带锯操作工
4705,band saw operator,带锯操作员
4703,band saw marker,带锯标记员
4706,bandsaw operator,带锯操作员
4711,band sewer,乐队成员
4713,band singer,乐队歌手
4704,band sawmill operator,带锯木厂操作员
4696,bandoleer straightener stamper,背带拉直器压印机
4712,band shover,乐队鼓手
4709,band sawyer,带锯木工
4710,band scroll saw operator,乐队锯操作员
4707,band saw operator cake cutting,带锯操作员蛋糕切割
4718,band teacher,乐队老师
4719,band tier,乐队等级
4714,band splicer,乐队成员
4721,band tumbler,乐队鼓手
4717,band tacker,乐队鼓手
4715,band splitter,频带分割器
4716,band straightener,乐队直发器
4724,bank accountant,银行会计
4720,band top maker,乐队顶部的制造者
4722,banjo repairer,班卓琴修理工
4726,bank analyst,银行分析师
4725,bank advisor,银行顾问
4729,bank boss,银行老板
4728,bank appraiser,银行评估师
4731,bank clerk,银行职员
4730,bank cashier,银行出纳
4723,banjo repair person,班卓琴修理工
4733,bank consultant,银行顾问
4732,bank compliance officer,银行合规官
4727,bank and savings securities trader,银行和储蓄证券交易员
4734,bank courier,银行信使
4737,bank examiner,银行检查员
4739,banking analyst,银行分析师
4738,bank guard,银行保安
4741,banking assistant,银行助理
4742,banking attorney,银行律师
4736,banker mason,银行家石匠
4735,bank credit card collection clerk,银行信用卡催收员
4740,banking and finance instructor,银行和金融讲师
4747,banking officer,银行职员
4744,banking consultant,银行顾问
4746,banking manager,银行经理
4748,banking paralegal,银行法律助理
4743,banking center manager,银行中心经理
4749,banking pin adjuster,银行PIN调整员
4745,banking management consulting manager,银行管理咨询经理
4750,banking representative,银行代表
4757,bankman,银行家
4754,banking specialist,银行专家
4755,banking supervisor,银行主管
4753,banking services officer,银行服务官员
4752,banking services clerk,银行服务职员
4756,banking teacher,银行教师
4751,banking services advisor,银行服务顾问
4758,bank manager,银行经理
4759,bank messenger,银行信使
4761,bank officer,银行职员
4760,bank note designer,纸币设计师
4763,bank president,银行行长
4769,bankruptcy judge,破产法官
4762,bank operations officer,银行运营官
4767,bankruptcy assistant,破产助理
4768,bankruptcy attorney,破产律师
4765,bank representative,银行代表
4770,bankruptcy law specialist,破产法专家
4772,bankruptcy manager,破产经理
4766,bank runner,银行跑腿员
4764,bank reconciliator,银行对账员
4773,bankruptcy paralegal,破产法律助理
4771,bankruptcy legal assistant,破产法律助理
4777,bank teller,银行柜员
4774,bankruptcy processor,破产处理员
4775,bank sales and service manager,银行销售与服务经理
4776,bank secrecy act officer,银行保密法官员
4779,bank vault attendant,银行保险库管理员
4778,bank teller machine mechanic,银行柜员机器修理工
4787,banquet chef,宴会厨师
4790,banquet director,宴会总监
4786,banquet captain,宴会主管
4784,banquet attendant,宴会服务员
4782,bank worker,银行工作人员
4788,banquet cook,宴会厨师
4789,banquet coordinator,宴会协调员
4783,banner painter,横幅画家
4780,bank vault clerk,银行保险库管理员
4785,banquet bartender,宴会调酒师
4781,bank vault custodian,银行保险库保管员
4797,banquet pilot,宴会飞行员
4796,banquet manager,宴会经理
4799,banquet server,宴会服务员
4794,banquet lead,宴会主管
4791,banquet food server,宴会服务员
4798,banquet prep cook,宴会准备厨师
4795,banquet line cook,宴会线厨师
4793,banquet kitchen supervisor,宴会厨房主管
4792,banquet houseperson,宴会服务人员
4803,banquet stewardess,宴会服务员
4805,banquet waiter/waitress,宴会服务员
4807,bar assistant,酒吧服务员
4800,banquet server on call,宴会服务员
4802,banquet steward,宴会服务员
4804,banquet supervisor,宴会主管
4801,banquet set up person,宴会布置人员
4809,bar back,酒吧服务员
4810,barback,酒吧服务员
4811,barbecue cook,烧烤厨师
4808,bar attendant,酒吧服务员
4814,barber apprentice,理发学徒
4816,barbering teacher,理发教师
4813,barber,理发师
4817,barber instructor,理发师教练
4815,barbering instructor,理发师教练
4806,bar and filler assembler,酒吧和填充机装配工
4812,barbed wire machine operator,铁丝网机操作员
4818,barber or beauty shop manager,理发师或美容院经理
4824,bar catcher,酒吧服务员
4820,barber shop operator,理发师
4823,bar captain,酒吧经理
4830,barge captain,驳船船长
4826,bar examiner,酒吧检查员
4827,bar finish operator,磨光工
4819,barber shop manager,理发店经理
4825,bareback rider,裸背骑手
4822,barber tool sharpener,理发工具磨刀器
4821,barber stylist,理发师/造型师
4828,bargain table clerk,讨价还价的柜台职员
4829,bar gauger and lubricator tender,酒吧计量员和润滑剂供应员
4834,bargeman,搬运工
4839,bar host,酒吧主持人
4838,bar helper,酒吧助手
4837,barge worker,驳船工人
4835,barge master,驳船船长
4836,barge pilot,驳船驾驶员
4832,barge hand,驳船工人
4831,barge engineer,驳船工程师
4840,bar hostess,酒吧女招待
4833,barge loader,驳船装载工
4841,bar host/hostess,酒吧服务员
4848,barkeep,酒吧服务员
4847,barista,咖啡师
4849,barkeeper,酒吧服务员
4843,bariatric nurse,肥胖病护士
4844,bariatric physician,肥胖病医生
4850,barker operator,报贩员
4851,barker peeler,剥皮工
4846,bariatric surgeon,肥胖外科医生
4852,bark fitter,树皮修理工
4842,bariatric coordinator,肥胖症协调员
4845,bariatric program coordinator,肥胖症项目协调员
4860,bark tanner,皮匠
4858,bark skinner,剥皮工
4857,bark scaler,剥皮工
4855,bark peeler,剥皮工
4859,bark spudder,剥皮工
4853,bark grinder,磨树皮工人
4862,bar machine operator,酒吧机器操作员
4864,bar machine operator production,酒吧机器操作员生产
4861,barley steeper,大麦酒酿造师
4863,bar machine operator multiple spindle,酒吧机器操作员多轴
4854,barking machine feeder,吠叫机喂食器
4869,barn boss,农场主管
4871,barn manager,农场管理员
4870,barn hand,农场工人
4873,barn worker,农场工人
4867,bar manager,酒吧经理
4866,barman,酒吧服务员
4872,barn operator,农场操作员
4865,barmaid,酒吧女侍
4868,barn and property manager,农场和物业经理
4876,bar pilot,酒吧服务员
4878,bar porter,酒吧服务员
4877,bar pointer,酒吧服务员
4856,bark press operator,barkpressoperator的中文翻译是：barkpress操作员
4879,barratte operator,搬运工
4881,barrel assembler,桶装配工
4883,barrel assembly inspector,桶装配检查员
4882,barrel assembler helper,桶装配工助手
4874,barnworker groom,农场工人，马夫
4875,barometers calibrator,气压计校准员
4887,barrel builder,桶匠
4880,barrel and receiver aligner,枪管和机匣对准器
4885,barrel brander,桶品牌商
4891,barrel centerer,桶中心器
4890,barrel cap setter,桶盖安装工
4886,barrel bridge assembler,桶桥装配工
4892,barrel charrer,桶装车司机
4889,barrel burner,桶装燃料燃烧者
4884,barrel bander,桶装带封机操作员
4893,barrel charrer helper,桶车助手
4894,barrel cleaner,桶清洁工
4888,barrel bung remover and dumper,桶盖去除器和倾倒器
4896,barrel cooper,桶匠
4895,barrel coater,桶涂覆机
4900,barrel driller,桶钻工
4897,barrel cutter,桶切工
4902,barrel endshake adjuster,桶端调整器
4899,barrel drainer,桶排空工
4901,barrel drum cutter,桶鼓切割机
4898,barrel dedenting machine operator,桶凹痕机操作员
4908,barrel header,桶头
4907,barrel handler,桶手
4904,barrel filler,桶装工
4911,barrel inspector tight,桶检员
4910,barrel inspector,桶检员
4906,barrel finisher,桶装工
4905,barrel filler head,桶装填头
4909,barrelhead inspector,桶头检查员
4903,barrel endshaker adjuster,桶端调整器
4912,barrel lapper,桶底打磨工
4913,barrel lathe operator,桶形车床操作工
4922,barrel marker,桶标
4921,barrel maker,桶匠
4923,barrel painter,桶画家
4918,barrel liner,桶衬
4919,barrel loader,桶装工
4924,barrel planer,桶形平面机
4917,barrel line operator,桶线操作员
4916,barrel leveler,桶装水平仪
4914,barrel lathe operator inside,桶式车床操作员
4915,barrel lathe operator outside,桶式车床操作员
4920,barrel loader and cleaner,桶装工和清洁工
4925,barrel plater,桶板工
4930,barrel raiser helper,桶匠助手
4929,barrel raiser,酒桶制造商
4932,barrel repairer,桶修理工
4926,barrel polisher,桶抛光工
4928,barrel racer,桶装赛车手
4927,barrel polisher inside,桶内抛光工
4931,barrel reamer,桶形铰刀
4935,barrel rifler,桶装工
4936,barrel rifler broach,桶身铣工
4933,barrel rib matting machine operator,桶肋垫片机操作员
4934,barrel ribs solderer,桶肋焊接工
4938,barrel rifler hook,桶身枪管钩
4939,barrel rifler operator,桶式步枪操作员
4942,barrel scraper,桶刮刀
4945,barrel tester,桶测试员
4940,barrel roller,桶滚器
4937,barrel rifler button,桶身枪管工、按钮
4943,barrel stave inspector,桶板检验员
4944,barrel straightener,桶形矫正器
4941,barrel roller operator,桶滚操作员
4947,barrel turner,桶匠
4952,bar roller,酒吧服务员
4949,barrel washer machine,桶清洗机
4953,barrow worker,搬运工
4948,barrel washer,桶清洗工
4957,bar supervisor,酒吧经理
4954,barrow worker helper,搬运工助手
4950,barrel waterer,桶装水工
4955,bar staff,酒吧服务员
4956,bar steward,酒吧服务员
4946,barrel tester and drainer,桶测试员和排水工
4951,barrer and tacker,搬运工和钉工
4966,bartender server,酒吧服务员
4958,bar tacker,酒吧服务员
4964,bartender manager,酒吧经理
4961,bar tender,酒吧服务员
4963,bartender helper,酒吧助手
4962,bartender,调酒师
4965,bartenders,调酒师
4959,bartacker,巴特克拉克
4967,bar turner,酒吧调酒师
4973,baseball coach,棒球教练
4968,bar useful or busser,酒吧服务员
4969,bar waiter/waitress,酒吧服务员
4970,bar welder,焊工
4960,bar tacker sewing machine,条形标签缝纫机
4972,baseball club manager,棒球俱乐部经理
4974,baseball glove shaper,棒球手套制作者
4975,baseball glove stuffer,棒球手套填充工
4976,baseball hand sewer,棒球手套缝纫工
4971,barytes grinder,重晶石磨粉机
4977,baseball inspector,棒球检查员
4980,baseball player,棒球运动员
4984,baseball winder,棒球投手
4979,baseball pitcher,棒球投手
4981,baseball scout,棒球球探
4986,base brander,基础品牌商
4982,baseball sewer hand,棒球管道工手
4985,baseboard heating installer,地板供暖安装工
4978,baseball inspector and repairer,棒球检查员和维修工
4983,baseball umpire for little league,少年棒球联盟的棒球裁判
4989,base engineer,基础工程师
4994,base ply hand,基础球员
4993,base manager,基层管理者
4990,base filler,基础填充物
4992,base loader,基础加载器
4995,base remover,基础去除者
4997,basic acoustic analyst,基本声学分析师
4988,base draw operator,基础绘图操作员
4991,base filler operator,基础填充操作员
4987,base cloth inspector,基础布料检查员
4998,basic combatant swimmer,基本战斗游泳者
5004,basin tender,basintender
