职位名称,工作地址,学历要求,工作年限要求,招聘人数,薪资待遇,公司行业,公司性质,公司规模,融资阶段,招聘状态,职位类型,岗位描述,公司介绍,公司工商信息,简历详情页地址,更新日期
电话销售（提供住宿 双休 五险一金）,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1、通过电话、网络等各种途径寻找销售机会并完成销售业绩。 2、通过电话寻找意向客户，挖掘意向客户邀约一对一拜访和咨询； 3、负责客户的接待、咨询，解决客户 4、维护老客户，挖掘客户的新业务，建立良好的长期合作关系。 5、对每日的工作内容，根据领导要求完成每日的工作任务； 6、完成上级交办的其他工作。,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/4RcUUzmNCNvdceirwZtefa/detail.html,2024-05-15 15:46:04
数据分析师（双休 提供住宿）,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,"1、定期推送售后指标的运营报表，及时监控指标运行情况； 2、通过数据分析，挖掘业务问题，提出优化建议； 3、日常业务数据的提供,维护业务部门的业务数据库； 4、对售后源数据进行收集、整理、存档，完善部门数据支撑平台。",北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/AWSmR9TRyy4DTGo1QBBEQt/detail.html,2024-05-15 15:46:13
电商专员/助理,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1、可以无经验，公司提供住宿，前期底薪4000~5000，外加3%的个人销售数据提成，按季度销售提升底薪，，往上还有年薪制底薪，只要认真踏实做可以轻松月薪过万。 2、主要工作内容： 对同行竞品进行数据分析，优化产品链接，主图，标题，详情轮播。产品上下架。 营销活动的日常报名，直通车推广 负责店铺的基础数据和安全 已上工作内容不会，我们都可以教。 【任职资格】 1、可接受应届生，小白，0基础； 2、会使用Photoshop者优先； 3、对电子商务有热情，并以此作为长期职业规划； 4、踏实认真，执行力强。 【晋升空间】 运营 < 运营经理 < 项目部总经理 【福利待遇】 提供住宿+五险一金+岗前培训+岗中指导+晋升空间+旅游+奖金,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/UB3Zzizeq7ujC86g5PBnbf/detail.html,2024-05-15 15:46:21
人事行政助理,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,岗位职责： 1.负责所属部门的文职类工作（汇总、整理、审核、报销等）； 2.有礼节的处理接听电话、邮件、传真等信息，并做好转接和传达的工作； 3.协助领导完成临时性及突发性工作；,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/N1YWKDYuqpRb4SnGbDvr37/detail.html,2024-05-15 15:46:30
人事培训助理,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,岗位职责： 1、负责新员工入职岗前培训； 2、组织公司相关培训指定流程； 3、公司制度及企业文化的渲染及普及； 4、优化培训部工作流程及内容； 5、创新部门培训课程及相关制度； 6、领导安排其他任务,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/DPjjQmsVtr1XCPGdsYXD37/detail.html,2024-05-15 15:46:39
网络推广专员,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1、负责账户的搭建和及日常优化 2、根据竞争对话情况，科学合理的分析关键词，对推广排名不间断监测和调价 3、对创意、着陆等细节性的优化 4、统计每日的消费、流量，并优选关键词 5、对数据变化敏捷度高，有一定的数据分析能力,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/K7zYrRNUVQbsmF68kGVTcU/detail.html,2024-05-15 15:46:48
新媒体文案编辑,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1、负责包括但不限于公司新媒体账号的内容选题、策划、编辑、排版与运营， 2、配合公司活动出具新闻稿件，有媒体发布资源； 3、针对相关数据进行分析复盘，不断提升新媒体内容质量； 4、参与策划、组织营销宣传活动，协助选题、活动规划、用户互动等工作； 5、与部门其他同事进行工作协调，确保内容输出按预期方向/效果落实和顺利执行。,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/JzPZEuzMJPQ2WVDhCKr6yj/detail.html,2024-05-15 15:46:57
跨境电商产品开发专员,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,岗位职责： 1、负责公司跨境电商项目的介绍。 2、根据公司的渠道搜集、筛选客户信息，通过电话、网络和客户建立联系。 3、做好客户登记、项目介绍。 4、收集市场消息，及时反馈给经理。 5、完成上级交办的其他工作。,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/2wV6nVCjSBqsq7nBvnApq3/detail.html,2024-05-15 15:47:06
直播助播（双休 提供住宿）,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1.配合主播介绍产品 2.整理商品卖点以及直播话术 3.参与直播复盘整理直播数据 4.主播有事代替直播,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/DoNLyGdwDdnVPZYMCrRzXU/detail.html,2024-05-15 15:47:15
短视频运营（接受无经验 小白 提供住宿）,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,工作职责： 1.负责短视频账号的选题、文案、视频发布、账号维护等工作 2.关注最新影视综内容以及娱乐圈、社会等方面热点，及时响应热点事件并且输出有内容有价值的选题 3.对账号各项数据进行基础分析，判断粉丝以及平台喜好，根据分析结果不断改进选题方向及质量,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/UgsoqyKidgnEU3p4vfPLNb/detail.html,2024-05-15 15:47:24
平面设计助理（双休 接受小白）,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,"岗位职责： 1. 协助设计师 对企业宣传、策划设计制作。 2.处理企业广告平面设计、制作以及其他的一些图文处理。 3、视频剪辑制作,公众号运营,PPT制作(非必要) 4、协助其他部门人员对设计及美学方面的工作。",北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/Gy3MVRhmsemS3134xDoZFb/detail.html,2024-05-15 15:47:32
电商店铺运营,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1.负责店铺日常运营、营销、推广； 2.负责促销活动的策划与开展； 3.每日运营数据统计、分析并对其进行优化意见； 4.熟练平台各类营销工具操作，平台内部活动提报等。,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/9YzMarftjGD6Mzo5CRURfa/detail.html,2024-05-15 15:47:41
网络推广,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1、熟悉网络营销的基础常识。 2、善于利用各种平台、自媒体、百度产品、论坛、微博进行推广营销。 3、利用问答、论坛、分类信息、垂直类网站发布公司的软文或者回答问题对网站进行引流。 4、按照周、月、年汇报网站关键词、收录、索引、抓取、网站数据情况。 5、友情链接的检测和洽谈，按照上级要求完成网站友情链接的洽谈。,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/7oHbzfxZn3HuKSAeDtLQR1/detail.html,2024-05-15 15:47:50
销售员（提供住宿）,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,"1、负责公司产品的销售及推广； 2、根据市场营销计划，完成部门销售指标； 3、开拓新市场,发展新客户,增加产品销售范围； 4、负责辖区市场信息的收集及竞争对手的分析； 3、负责客户订单的录入、处理、跟踪、协调工作； 4、负责大客户资料，包括协议、合同等录入、管理，保证资料的完整、准确、保密工作。",北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/MW9gJndthjF6xNdqXUbZx/detail.html,2024-05-15 15:47:59
短视频拍摄剪辑 （接受无经验 小白 提供住宿）,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,岗位职责： 1、负责公司指定项目的视频剪辑； 2、理解影音语言，根据创意脚本或文案进行二次创作和编排； 3、后期制作完善和修复制作的不足； 4、对各种素材包括文字、图片、视频等按照编辑规定进行有效处理； 5、完成视频剪辑师及上级领导交付的各项任务 职位福利：薪资4k-6k五险一金、绩效奖金、包住、周末双休、年轻化团队、,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/S4WGyDPejxfs9UaXc6jDv8/detail.html,2024-05-15 15:48:08
直播场控实习生（接受无经验+小白+提供住宿）,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1、统筹管理主播，做好开播前的准备工作，直播预告提前发布; 2、在主播直播时，制造兴趣话题与粉丝互动、解答粉丝疑问，引导销售、增加粉丝的粘度以及数量; 3、结合直播现场，分析相关数据，推动产品运营优化，提升商家在直播间经营体验; 4、直播后台的场控和推流、预告发布，直播后台数据监控，店铺后台数据监控 5、性格开朗、喜欢与人互动交流，善于调动气氛，互动能力强。,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/NZUctEwws2LoNEcHuDsH2V/detail.html,2024-05-15 15:48:17
平面设计（提供住宿）,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1、负责公司宣传资料的文案设计； 2、负责公司CI的设计、更新、完善； 3、及时完成领导交给的任务； 4、根据公司计划任务，协助完成各项工作； 5、负责网站内容的更新和维护； 6、负责与其他设计公司、广告公司、印刷厂等进行联系、沟通； 职位福利：五险一金、绩效奖金、包住、大牛带队、周末双休、年轻化团队、午休2小时、试用期提前转正,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/C2LfBsRMZiCEuSqEvdG1aL/detail.html,2024-05-15 15:48:25
直播中控( 接受小白+提供住宿),北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1、协调主播做好开播前的准备工作，辅助管理主播所需要的监控屏幕及灯光等设备、直播预告的提前发布、播品准备、播品排序、过款产品布置、促单道具准备等 2、负责抖音小店，抖音来客及直播间商品上下架及日常优化，检查在线产品及库存情况; 3、协助运营做好主播培训，不断优化脚本、话术，提高转化; 4、负责每场直播数据复盘，提供优化、调整建议，并在直播间高效执行运营策略; 5、负责直播跟播及节奏辅助，跟进自播数据变化、引导主播节奏调整、气氛烘托、屏控、用户问题解答、突发状况解决等; 岗位要求：,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/M7GwuZEdehcRFcT6reMJwa/detail.html,2024-05-15 15:48:34
跨境项目助理 （接受无经验 小白 提供住宿）,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,"1、熟悉速卖通，亚马逊等跨境电商平台的产品调查分析,寻找新热点产品。 2、新产品调研，利润分析和竞争对手产品信息跟踪,并做好相关数据整理统计，及时了解价格体系等信息。 3、定期分析产品销售与库存，合理控制成本，确保产品稳定供货，并对产品生命周期、价格、产品升级等做精细化管理，持续优化价格，降低成本，有效地提高产品市场竞争力，持续开发优化产品供应链。 4、清楚平台相关规则，懂得辨认侵权产品，能规避新开发产品不会有侵权违规等风险。",北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/A58qt5hDD7iBs51vKmvRPk/detail.html,2024-05-15 15:48:43
账号运营（接受无经验+提供住宿）,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1.根据产品的特性及功能，与抖音平台用户做结合，对接好拍摄内的完成； 2.负责视频内容创意输出及脚本编写，跟进拍摄及上新； 3.负责账号的日常运营，投放推广，提升品牌曝光量； 4.分析产品用户群体，高效产出用户喜爱的爆款视频，提升转化率。 5.完成上级交代的其他工作。,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/VgVGp6ZcKcR8NSumzbFF6Q/detail.html,2024-05-15 15:48:52
电商运营助理（提供住宿）,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1、做好店铺日常规划、促销活动、推广、产品线梳理等运营执行工作。 2、负责店铺的日常维护工作，执行日常页面改版策划、产品上架，活动提报等。 3、执行简单的促销活动，快速完成天猫要求的各种作业。 4、数据整理统计分析，及时分析经营数据。 5、完成上级领导安排的其他事物。,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/1625Fy62C8c5fPKt42yZsv/detail.html,2024-05-15 15:49:01
跨境电商运营 （接受无经验 小白 提供住宿）,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1、主要负责维护跨境电商平台店铺日常运营管理: 2、 负责海外市场调查分析，关键词分析，关注和查看产品在各平台上的销售情况与排名情况，开发出新的热销产品，完成开发计划；及时更新店铺产品，编辑，刊登，优化，提高产品的曝光度，提升转化率，促进销量的不断上升; 3、独立管理店铺，维护与客户的良好关系，保持店铺的好评率与良好的信用度; 4、根据产品的销量和排名变化，及时制定和调整销售策略及推广计划，提高销售业绩,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/48iDMqpzhLMBctVukQzB4X/detail.html,2024-05-15 15:49:10
新媒体运营（接受无经验 小白 提供住宿）,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1. 负责新媒体平台账号的日常运营及推广工作；包括短视频策划、拍摄、剪辑、制作，原创文章策划，撰写等。负责公司直播管理，熟悉直播流程及各类直播软件； 2. 负责建立和维护新媒体平台账号，增加粉丝数，提高关注度和粉丝的活跃度，并及时与读者互动 3、根据项目需求，制定阶段性新媒体推广策略与计划，负责执行落地并追踪推广效果； 4. 负责新媒体平台视频为主的原创内容规划、制作、编辑和推送，针对不同项目进行效果挖掘和输出； 5. 公司安排的其他工作内容,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/FNaxwC4HYL3ZMKKUhbA5gt/detail.html,2024-05-15 15:49:19
影视后期制作 （接受无经验 小白 提供住宿）,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,职位详情 1、负责公司宣传片、广告片、短视频等的剪辑、调色、后期合成等工作； 2、熟练运用premiere，aftereffect、PS或final cut Pro等后期软件； 3、熟悉后期制作流程各个环节，能够较好地平衡质量与效率； 4、具有明锐的色彩掌握与视觉观察能力、良好的美学观念； 5、积极配合公司的各个项目及任务，配合度高、细心负责任，可以独立作业； 6、协助编导和摄像完成拍摄任务。 任职要求： 1、热爱这一行； 2、有较强的组织、协调、执行、沟通能力及人际交往能力； 3、工作踏实稳重，有管理能力优先；,北京阿芬斯企业管理有限公司凭着良好的信用、优良的服务与多家企业建立了长期的合作关系。公司热情欢迎各界朋友前来参观、考察、洽谈业务。是一家快速成长起来的企业管理公司。从事企业管理、税务服务、商务代理代办服务，计算机系统服务等;销售电子产品、办公设备耗材、计算机软硬件及辅助设备。由于全球疫情的爆发，在形势紧迫的情况下，积极开发新品类、拓展新业务。公司为品牌客户提供一站式电商数字化运营服务，业务能力涵盖：开发专属产品、拓展渠道、渠道运营、供应链管理、数字化营销、视觉创意、客服服务、大数据分析等。由于业务发展迅速，诚招英才共同发展。,,https://www.ncss.cn/student/jobs/2w5YkM4d94Vfh8CHp2HyJd/detail.html,2024-05-15 15:49:27
