职位名称,工作地址,学历要求,工作年限要求,招聘人数,薪资待遇,公司行业,公司性质,公司规模,融资阶段,招聘状态,职位类型,岗位描述,公司介绍,公司工商信息,简历详情页地址,更新日期
投行股权业务总监（投资银行总部）,北京朝阳区嘉铭中心,硕士,3-5年,招2人,1.5万-3万,证券/期货,股份制企业,1000-9999人,未融资,,全职,<岗位标签>股权类投资；证券从业资格证</岗位标签>岗位职责: 1.负责保荐、承销等业务的承揽及承做。 2.负责国资央企等核心客户群体的建立与服务。 3.负责项目的质量控制和风险把控，负责项目的进展管理，推进项目落地，完善项目的工作底稿。 4.负责本部门的人才培养、培训、考核的实施。 5.负责集团内部战略客户的开发与维护，深度挖掘客户融资需求，协同做好战略客户的服务工作，为客户提供专业化的融资方案。 任职要求: 1.国内外知名高校金融、财会、法律相关专业硕士研究生及以上学历。 2.具有3年以上股权业务经验,"诚通证券股份有限公司是一家专业化、全国性的综合类证券公司。公司注册地为北京市，注册资本金为人民币291,000万元。公司下属5家分公司，60多家证券营业部,遍及北京、上海、天津、重庆、内蒙古、河南、河北、...",http://company.zhaopin.com/CZ000566840.htm,http://jobs.zhaopin.com/CC000566840J40447576506.htm,2024-05-11 18:28:57
投资者关系,北京东城区航星2号楼,本科,1-3年,招3人,1.5万-3万,咨询服务,,20人以下,,,全职,<岗位标签>投资者关系；证券从业资格证；基金从业资格证；英语四六级</岗位标签>职责描述： 1.负责美股上市公司投资者关系管理，树立并传播公司在资本市场的良好形象。 2.组织协调业绩发布会、投资者一对一/一对多沟通会。 3.组织协同年报/半年报、公告的起草发布。 4.起草业务资讯稿件，传递公司面向资本市场的讯息，同时与媒体保持良好沟通渠道。 5.管理投资者沟通渠道，包括官方IR网页、IR邮件及电话、第三方平台IR公号。 6.定期进行资本市场分析研究，并形成资本市场分析报告；收集投资者反馈信息，定期汇总形成,,http://company.zhaopin.com/CZL1480118340.htm,http://jobs.zhaopin.com/CCL1480118340J40513468706.htm,2024-05-11 21:46:51
投融资专员（并购）,北京北京海淀区中关村环保科技园区锦带路66号院1号楼,本科,3-5年,招1人,1.5万-2万,检测/认证,上市公司,1000-9999人,已上市,,全职,<岗位标签>甲方公司；产业并购经验；上市公司并购经验</岗位标签>岗位职责:<br>1、建立并完善集团的投融资并购管理体系，负责分析、制定集团投融资需求、投融资策略和计划，进行投融资成本管理；<br>2、主导上市后重大的投资项目分析及资本运作（股权融资、收购、并购、重组等）；<br>3、有良好的资源整合和对外合作意识，配合公司发展战略进行外部合作方的拓展，开发并维护公司与相关机构；<br>4、负责组织集团重大项目展开风险评审 。<br>任职资格:<br>1、财务、金融、经济相关专业本科及以上学历，3年以上,PONY谱尼测试集团作为中国检测行业持续领跑者，创立于2002年，集团总部位于北京，是由国家科研院所改制而成，拥有逾6000余名员工，由近30个大型实验基地及150多个专业实验室组成的遍布全国的大型综合性检验...,http://company.zhaopin.com/CZ120808410.htm,http://jobs.zhaopin.com/CC120808410J40468181708.htm,2024-05-11 18:57:17
投资银行事业部项目承做-实习生,北京东城区中邮证券珠市口东大街17号,硕士,无经验,招2人,100-110/天,证券/期货,国企,500-999人,,,实习,<岗位标签>实习证明；证券业务；证券承做</岗位标签>岗位职责：<br>1、协助老师参与债券类项目承做、股权再融资项目、新三板挂牌持续督导等，包括项目尽职调查、底稿收集及撰写、挂牌公司持续督导等；<br>2、参与其他日常类工作<br>任职要求：<br>1、在读，会计、财务专业优先（特别优秀者可适当放宽条件）；<br>2、每周至少到岗实习3-4天，实习期至少满足三个月；<br>3、做事细心踏实、认真，有责任心；<br>4、线下实习，能尽快到岗。,中邮证券有限责任公司，2002年9月经中国证券监督管理委员会批准设立，注册资本50.6亿元人民币。中邮证券是中国邮政集团公司绝对控股的证券类金融子公司。中邮证券的经营范围包括证券经纪、证券投资咨询、证券投资...,http://company.zhaopin.com/CZ345176210.htm,http://jobs.zhaopin.com/CC345176210J40485927008.htm,2024-05-11 21:19:58
财富总监(J12902),北京东城区东北证券股份有限公司北京东城分公司,本科,3-5年,招1人,面议,证券/期货,上市公司,1000-9999人,已上市,,全职,<岗位标签>银行/证券；理财产品销售；证券从业资格证；基金从业资格证</岗位标签>岗位职责: 1.负责前台员工分工、任务分配及资格管理，评价团队成员工作及业绩情况，为团队成员提供指导。 2.负责拟定业务开展方案、营销活动方案等，同时跟踪业务开展情况，开展业务培训。 3.分析客户交易数据，组织客户活动，挖掘客户需求，拟定客户服务方案。 4.收集整理客户及营销团队人员意见、建议并及时反馈处理结果。 5.开发和维护客户，完成个人及团队各项业绩指标及公司交办的其他任务。 任职要求: 1.本科及以上学历，金融、经济,东北证券股份有限公司（以下简称“公司”）前身为吉林省证券公司。2000年6月经中国证监会批准，经过增资扩股成立东北证券有限责任公司。2007年8月，锦州经济技术开发区六陆实业股份有限公司定向回购股份，以新...,http://company.zhaopin.com/CZ255193410.htm,http://jobs.zhaopin.com/CC255193410J40506408509.htm,2024-05-11 20:30:50
固定收益部总经理,北京西城区北银理财有限责任公司,硕士,10年以上,招1人,6万-10万,互联网,其它,1000-9999人,不需要融资,,全职,<岗位标签>固收；投资</岗位标签>任职资格一、对固收投资有完整分析框架；具备大型资管机构固收投资经验，对债券市场有较强的专业判断能力，具备良好的口碑和业绩；二、熟悉境内外固定收益市场研究工作：包括对宏观经济、信用风险、利率风险分析；三、能够牵头制定固定收益投资目标及投资策略，牵头开展固定收益类投资；具备较强固定收益组合的构建和管理能力，能够根据市场变化实时调整组合和投资品种；四、能够推动投资管理系统在业务中的应用与后续的优化工作；五、具有较强的团队组织管理能力，能够调动部门内部成员积极性，协调部门内部各,智联猎头作为智联招聘旗下品牌，以满足企业中高端岗位的人才招聘需求为出发点，整合全球优质资源，覆盖数字经济、新一代信息技术、人工智能、金融、电子信息、装备制造、生物医药与健康、房地产/建筑等数十个...,http://company.zhaopin.com/CZL1318355140.htm,http://jobs.zhaopin.com/CCL1318355140J40553840603.htm,2024-05-13 11:00:03
商业地产投资拓展总监,北京朝阳区北京朝阳区百子湾路33号院6号楼,本科,5-10年,招5人,1.5万-2万,房地产开发,民营,100-299人,未融资,,全职,<岗位标签>房地产/建筑</岗位标签>商业地产投资总监：<br>岗位职责：<br>1、负责根据公司总体战略目标及规划，制定部门年度、季度、月度拓展任务及工作目标；<br>2、负责拓展部开发与拓展费用的预算，严格控制费用支出与合理运用；<br>3、负责对市场环境进行调研及资料回收，不断调整市场开拓策略和方向；<br>4、负责部门运营和业务拓展的风险控制；<br>5、负责制定部门的人才规划和培训计划，人员的日常管理和工作协调；<br>6、负责收集、汇总项目管理信息，建立信息库。<br>7、组织召开拓展部周例会,中犀资本是一家国际化多专业形态的集团性企业，集团是以房地产业务为主线，贯穿地产金融、地产开发、商街运营、资产运营及线上线下不动产处置等五大产业链条，依托房地产发展趋势，综合运用互联网+思维，致力于...,http://company.zhaopin.com/CZ503312730.htm,http://jobs.zhaopin.com/CC503312730J40329106916.htm,2024-05-11 22:31:44
项目助理实习生,北京朝阳区顺迈金钻国际商务中心(西3门),硕士,无经验,招2人,120-200/天,证券/期货,民营,20-99人,未融资,,6个月,<岗位标签>可转正；实习证明；投资；证券从业资格证；基金从业资格证；证券承做；融资业务</岗位标签>岗位职责：<br>1、完成债券产品的项目信息搜集，市场统计，调研和承做工作；2、参与完成项目的具体实施，包括尽职调查、协调企业和中介机构的工作；<br>3、协助完成项目负责人做好融资方案设计、发行建议书的制作；<br>4、协助完成项目申请文件的报送、审批跟进，反馈工作及后期发行工作等；<br>5、收集和分析相关信息、相关政策法规和行业的最新动态，提出开展债券业务的建议；<br>6、公司及部门负责人交代的其他,建银嘉华公司创立于2008年，定位于债权投资银行业务服务商。公司以债券业务为主导，先后在多家国有券商总部设立债券业务部，打造多元化、多层次、多渠道的金融服务体系，在企业成长的不同阶段给予债权领域融资融...,http://company.zhaopin.com/CZ686377920.htm,http://jobs.zhaopin.com/CC686377920J40262813609.htm,2024-05-14 10:55:55
投资理财顾问,北京西城区北京西城区西直门外大街1(西直门地铁站E1北口旁),大专,经验不限,招1人,6千-1.2万·13薪,商业代理服务,股份制企业,10000人以上,不需要融资,,全职,<岗位标签>区域主管；初级销售；高级销售；渠道销售；区域销售；面销；会销；理财销售；管理能力</岗位标签>1、工作内容<br>管理团队：组建团队，享受高额管理津贴，享受养老产业带来的红利，最终打造成为HWP企业家;<br>规划师日常：通过公司分配以及自身客户资源提供大健康规划服务。服务于中高净值人群，为客户提供养老、医疗健康、财富规划全生命周期的服务，公司有完善统一的展业客户服务活动，日常客户活动丰富，泰康之家社区实体考察、客户服务答谢会、专业论坛私享会等......<br>2、任职要求<br>25-45,泰康健康产业投资控股有限公司（简称泰康健投），是泰康保险集团旗下专业从事医养健康产业投资开发、资产管理和运营服务的全资子公司，注册资本30亿元，是泰康大健康业务发展的核心平台和载体。布局大健康产业...,http://company.zhaopin.com/CZ156916120.htm,http://jobs.zhaopin.com/CC156916120J40484671304.htm,2024-05-11 19:55:02
证券事务与投资者关系专员,北京海淀区青鸟消防股份有限公司(总公司),硕士,1-3年,招1人,1.2万-1.8万,互联网,其它,1000-9999人,不需要融资,,全职,<岗位标签>投资者关系；信息披露；三会管理；CFA；CPA</岗位标签>1、负责筹备公司三会事项，起草、保管会议文件等；<br>2、负责信息披露事宜，撰写、披露定期报告和临时公告；<br>3、日常合规管理，对公司日常经营事项进行合规把控；<br>4、协助完成与监管机构、中介机构的沟通协调工作；<br>5、参与投资者关系管理工作，协助完成投资者接待、资料整理、公司宣传公众号等文章撰写；<br>6、参与公司重大投融资和并购重组项目，协助完成投资项目法律/财务部分的尽职调查工作，参与编制项目可行性研究报告；<b,智联猎头作为智联招聘旗下品牌，以满足企业中高端岗位的人才招聘需求为出发点，整合全球优质资源，覆盖数字经济、新一代信息技术、人工智能、金融、电子信息、装备制造、生物医药与健康、房地产/建筑等数十个...,http://company.zhaopin.com/CZL1318355140.htm,http://jobs.zhaopin.com/CCL1318355140J40558387903.htm,2024-05-13 11:00:28
理财经理(000506),北京大兴区北京市大兴区亦庄经济开发区(荣京东街地铁站A1北口步行420米)国锐·广场A座2206室,本科,3-5年,招1人,8千-1.2万,证券/期货,国企,1000-9999人,,,全职,<岗位标签>财富管理；理财规划；投资理财；资产管理；资产配置</岗位标签>岗位职责:<br>1、为客户提供有针对性的、适合投资者需求的投资建议与投资产品； <br>2、形成可靠地市场观点和操作思路，并传递给客户，辅助客户提高投资收益率；<br>3、组织营业部的投资报告会、理财讲座、投资沙龙等活动； <br>4、维护营业部的存量客户，配合前端客户开发，实现投顾创收。<br> <br>任职资格:<br>1、本科及以上学历，金融、经济及相关专业，3年以上证券从业经验； <br>2、具有证券从业资格、基金从业资格,中泰证券股份有限公司（原齐鲁证券有限公司，以下简称“中泰证券”或“公司”）是全国大型综合类券商，注册资本62.7亿元，员工6000多人，在全国28个省、市、自治区设有38家分公司、230余家证券营业部，控股...,http://company.zhaopin.com/CC120752053.htm,http://jobs.zhaopin.com/CC120752050J40018530816.htm,2024-05-11 18:56:13
投资顾问,北京朝阳区北京市朝阳区金台北街7号,本科,1-3年,招1人,1.3万-1.9万·13薪,保险,国企,1000-9999人,已上市,,全职,<岗位标签>渠道销售；沟通技能良好；兴趣广泛</岗位标签>岗位内容：<br>1. 协助投资经理进行投资项目的市场研究和尽职调查。<br>2. 负责项目报告的编写和汇总，以及各项进度的跟踪和反馈。<br>3. 进行投资项目的资产管理工作，包括实地考察、执行计划和风险控制等。<br>4. 协调各部门资源，确保项目的顺利推进和达成预期收益。<br><br>任职要求：<br>1. 具备本科及以上学历，金融、经济、法律等相关专业优先。<br>2. 2年及以上从事投融资相关工作经验，熟悉各种投融资产品和业务流程。<b,中国人寿第一收展部，作为中国人寿直属营销单位，第一收展部肩负着搭建中国人寿收展平台和向全国输送优秀人才的重大使命！现拥有办公职场5000余平米，部门人员500余名。现员工的平均月收入突破了20000元！销...,http://company.zhaopin.com/CZL1257096840.htm,http://jobs.zhaopin.com/CCL1257096840J40555608308.htm,2024-05-14 12:24:39
理财投资顾问,北京海淀区北京市海淀区苏州街小南庄怡秀园甲1号,大专,1-3年,招1人,面议,银行,上市公司,10000人以上,已上市,,全职,<岗位标签></岗位标签>平安集团-网格部(不是代理人，不是区拓，不是普惠，不是综合金融) 平安未来10年核心部门<br>[招聘岗位]社区网格专员(老客户服务维护+二次开发/二次续费)<br>[七大优势]岗位有意向有兴趣可随时投递~<br>1、【时间]不加班，朝九晚六，固定周末双休，法定节假日跟着国家放<br>2、【客户】公司提供精准客户资源转化，客户网格集中划分，不用东奔西跑<br>3、【薪资]保底工资高，保底工资不挂钩业绩<br>4、【保障]签劳动合同，买五险一金<br>5、【位置]上班市中心，交通通,"中国平安致力于成为国际领先的科技型个人金融生活服务集团。2019年，中国平安深入推进""金融+科技""、""金融+生态""战略转型，持续提升数据化经营能力，整体业绩及核心金融业务持续稳健增长，科技赋能成效显著，...",http://company.zhaopin.com/CZ000204810.htm,http://jobs.zhaopin.com/CC000204810J40568737412.htm,2024-05-11 18:20:36
投资顾问,北京朝阳区北京市朝阳区松榆西里11号楼11-2底商中信建投证券,本科,3-5年,招2人,面议,证券/期货,股份制企业,1000-9999人,已上市,,全职,<岗位标签>理财规划；投资理财；基金理财；财富管理</岗位标签>中信建投证券成立于2005年11月2日，是经中国证监会批准设立的全国性大型综合证券公司。公司注册于北京，注册资本76.46亿元，拥有实力强大的四大股东背景。在全国30个省、市、自治区设有295家证券营业部，并设有中信建投期货有限公司、中信建投资本管理有限公司、中信建投（国际）金融控股有限公司、中信建投基金管理有限公司和中信建投投资有限公司等5家子公司。公司在为政府、企业、机构和个人投资者提供优质专业的金融服务过程中建立了良好的声誉，自2010,中信建投证券成立于2005年11月2日，是经中国证监会批准设立的全国性大型综合证券公司。公司注册于北京，注册资本77.57亿元，拥有实力强大的四大股东背景。在全国30个省、市、自治区设有300余家证券营业部...,http://company.zhaopin.com/CZ133508250.htm,http://jobs.zhaopin.com/CC133508253J00170026014.htm,2024-05-11 19:21:28
企业投融资顾问(J10347),北京海淀区车公庄西路19号外文文化创意园12A,本科,经验不限,招999人,面议,财务/审计/税务,民营,1000-9999人,未融资,,全职,<岗位标签>会计从业资格证书</岗位标签>岗位职责: 1.在项目经理的指导下参与境内外财务咨询、投融资咨询、管理咨询、估值咨询项目； 2.参与私募股权融资、资产出售及剥离、兼并与收购等领域项目工作。 任职要求: 1、大学本科及以上学历，专业不限； 2、愿意在事务所行业继续学习、发展； 3、具有较好的计算机应用能力，熟练使用办公软件； 4、积极主动，具备较好人际交往能力，良好的团队协作精神； 5、自信乐观，适应出差，能胜任一定强度及压力的工作。,天职国际会计师事务所（特殊普通合伙）简称天职国际，品牌源自1988年，总部北京，是一家专注于审计鉴证、资本市场服务、管理咨询、政务咨询、税务服务、法务与清算、信息技术咨询、企业估值的特大型综合性咨询机...,http://company.zhaopin.com/%E5%A4%A9%E8%81%8C%E5%9B%BD%E9%99%85%E4%BC%9A%E8%AE%A1%E5%B8%88%E4%BA%8B%E5%8A%A1%E6%89%80%28%E7%89%B9%E6%AE%8A%E6%99%AE%E9%80%9A%E5%90%88%E4%BC%99%29_CC473079911.htm,http://jobs.zhaopin.com/CC473079910J40553355707.htm,2024-05-11 21:37:25
投资银行-债券业务承做(J10245),北京海淀区主语国际中心4座,本科,1-3年,招2人,1万-2万,证券/期货,合资,500-999人,D轮及以上,,全职,<岗位标签>证券承做；证券从业资格证；资产证券化</岗位标签>岗位职责: 1、开展投资银行债权类业务的承揽、承做； 2、参与项目的尽职调查、立项、内核、申报、存续期受托管理等业务流程； 3、收集信息资料，跟踪监管动态，撰写项目方案和文件； 4、负责内部和外部沟通，协调其他中介机构开展工作； 5、履行内部控制防线职责，诚实守信、勤勉尽责开展执业活动。 任职要求: 1、硕士研究生及以上学历，财务、法律、金融等相关专业背景，条件特别优秀者可放宽至本科学历； 2、具备2年以上债券业务相关工作经验，有完整的公司债、,申港证券股份有限公司（以下简称“公司”）于2016年3月14日获中国证监会批复设立，并于同年10月正式开业，系国内首家根据CEPA协议设立的合资全牌照证券公司。公司总部位于上海自贸区，在北京、上海、深...,http://company.zhaopin.com/CZ346647430.htm,http://jobs.zhaopin.com/CC346647430J40548568407.htm,2024-05-11 21:24:46
金融投资监督岗 (MJ003028),北京朝阳区国贸3期B座,本科,经验不限,招1人,6千-8千,计算机软件,民营,1000-9999人,已上市,,全职,<岗位标签>银行业风控；投资风控；投资监督</岗位标签>岗位内容： 1、监控投资监督系统的日常运行，及时处理和报告异常情况； 2、准确并及时出具报送监管部门的各类报表； 3、根据法律法规、基金合同等约束性文件的要求设置监控指标，对产品的交易行为进行监督； 4、妥善保管各类业务档案资料； 5、领导交办的其他事项。任职要求： 1、 工作细致、踏实，态度认真，好学<br> 2、 具备基本的金融知识，对基金的业绩及风险指标有基本的了解 3、 熟练使用wind、excel等。 4、0-2年工作经验，无经验可培养。 ,深圳市赢时胜信息技术股份有限公司，创业板上市公司，股票简称：赢时胜，股票代码：300377我们的目标：成为中国金融证券行业软件服务商的领跑者。公司资质：公司被国家发改委、工业和信息化部、财政部、商务...,http://company.zhaopin.com/CZ143316920.htm,http://jobs.zhaopin.com/CC143316920J40430693504.htm,2024-05-11 19:39:49
投资理财顾问,北京海淀区北京海淀区成府路28号D座1202,本科,1-3年,招1人,1.5万-3万,证券/期货,国企,500-999人,已上市,,全职,<岗位标签>理财销售；电话销售；渠道销售；投资理财；客户开发；财富管理；金融销售</岗位标签>一、岗位名称：投资理财顾问<br>二、岗位职责：<br> 1、客户开发与渠道开拓；<br> 2、客户服务，包括名下客户及公司的其他客户，落实全面客户关系管理；<br> 3、公司各项产品的推广与销售，为符合条件的客户提供财富管理；<br> 4、营销渠道关系的维护；<br> 5、完成公司安排的其他工作；<br>三、任职资格：<br> 本科及以上学历，金融、财务、管理、等经济类专业已经营销类相关专业优先。<br> 具有,一、公司简介：（一）我们是谁：国信证券股份有限公司（简称“国信证券”）前身是1994年6月30日成立的深圳国投证券有限公司。公司总部设在深圳，法定代表人张纳沙。经过20多年的发展，国信证券已成长为全...,http://company.zhaopin.com/CZ888359030.htm,http://jobs.zhaopin.com/CC888359030J40271658407.htm,2024-05-14 11:46:29
法律合规部投资法务岗,北京西城区北京市西城区平安里西大街31号航天金融大厦,硕士,3-5年,招1人,面议,保险,股份制企业,10000人以上,未融资,,全职,<岗位标签>投融资业务</岗位标签>工作职责1、制度建设。公司规章制度法律审核<br>2、投融资项目。委托投资管理协议、投资指引审核；不动产投资项目法律尽职调查，出具法律意见书，参与项目谈判，起草、审核协议文本；股权投资项目法律尽职调查，出具法律意见书，参与交易架构设计和项目谈判，起草、审核交易文本；股票等投融资项目审核，出具法律意见；参与投融资风险事件及纠纷处理，办理相关诉讼案件，选聘案件代理律师<br>3、律师管理。外聘律师的选择、联络及对接、沟通等；公司律师库建设，包括优化律师建设方案，维护入库律师,能力多大，舞台就有多大----诚挚邀请您加盟长城人寿长城人寿保险股份有限公司（简称“长城人寿”）是始建于2005年的全国性人寿保险公司，由北京金融街投资（集团）有限公司等国民经济重要行业的多家股东投资创...,http://company.zhaopin.com/CZ132805620.htm,http://jobs.zhaopin.com/CC132805620J40490786305.htm,2024-05-11 19:19:41
投资监督 Y (MJ003029),北京朝阳区达美中心T215层,本科,经验不限,招1人,6千-8千,计算机软件,民营,1000-9999人,已上市,,全职,<岗位标签>证券从业资格证；基金从业资格证；基金投资；公募基金机构；基金机构；银行机构</岗位标签>工作职责： 1、监控投资监督系统的日常运行，及时处理和报告异常情况； 2、准确并及时出具报送监管部门的各类报表； 3、根据法律法规、基金合同等约束性文件的要求设置监控指标，对产品的交易行为进行监督； 4、妥善保管各类业务档案资料； 5、领导交办的其他事项。任职要求： 1、 工作细致、踏实，态度认真，好学 2、 具备基本的金融知识，对基金的业绩及风险指标有基本的了解 3、 熟练使用word、excel等。 4,深圳市赢时胜信息技术股份有限公司，创业板上市公司，股票简称：赢时胜，股票代码：300377我们的目标：成为中国金融证券行业软件服务商的领跑者。公司资质：公司被国家发改委、工业和信息化部、财政部、商务...,http://company.zhaopin.com/CZ143316920.htm,http://jobs.zhaopin.com/CC143316920J40430733204.htm,2024-05-11 19:39:59
证券投资顾问,北京海淀区长远天地大厦1层2107-1,本科,1-3年,招10人,1万-2万,证券/期货,国企,500-999人,已上市,,全职,"<岗位标签></岗位标签>岗位职责:<br>1,开发有投资理财需求的新客户,同时做好已开发客户和公司分配客户服务工作,建立并维持与客户的良好关系,全面掌握客户信息与投资需求;<br>2·深入研读各种研究报告,掌握证券投资分析方法,运用专业知识对客户提供专业化的投资咨询服务；<br>3,在评估客户风险承受能力和服务需求的基础上,帮助客户制定资产配置方案并提供投资理财建议<br>4完成公司各项产品的推广、营销工作,在服务客户的基础上开发潜在客户;<br><br>1.教育水平:本科及以上学历;<br>2专业:金",一、公司简介：（一）我们是谁：国信证券股份有限公司（简称“国信证券”）前身是1994年6月30日成立的深圳国投证券有限公司。公司总部设在深圳，法定代表人张纳沙。经过20多年的发展，国信证券已成长为全...,http://company.zhaopin.com/CZ888359030.htm,http://jobs.zhaopin.com/CC888359030J40363498407.htm,2024-05-14 11:46:45
投资顾问,北京西城区北展北街9号附近,本科,1-3年,招1人,6千-1万,证券/期货,股份制企业,1000-9999人,已上市,,全职,<岗位标签>证券从业资格证；基金从业资格证；投资分析；股票市场；证券投资咨询资格证</岗位标签>岗位职责： <br>（1）日常的行情分析，对证券市场、行业和个股有一定的分析研究水平，将公司总部相关研究成果及时吸收、转化，向客户提供专业的咨询服务；<br>（2）对营业部的存量和增量客户进行分类管理和维护，提高客户满意度，进行中、高端客户的开发；<br>（3）配合营销团队拓展客户，组织营业部的投资报告会、投资沙龙等活动；<br>（4）根据客户的适当性原则和需求，为客户提供金融理财的合理化建议，为客户实现资产保,太平洋证券股份有限公司是一家全国性综合类证券公司，前身为太平洋证券有限责任公司。太平洋证券于2004年在美丽的彩云之南——昆明注册成立，2007年公司在上海证券交易所上市。2014年公司成功实施定向增发，...,http://company.zhaopin.com/P2/CC2372/1541/CC237215410.htm,http://jobs.zhaopin.com/CC237215410J40123272415.htm,2024-05-11 20:23:37
财富规划顾问/移民顾问/留学顾问/投资理财,北京朝阳区北京朝阳区盈科中心B座19层,本科,3-5年,招1人,1.5万-3万,互联网金融/小额贷款,民营,10000人以上,未融资,,全职,<岗位标签></岗位标签>岗位职责： <br>1、为投资能力单笔百万以上的高净值客户做全球化资产配置；<br>2、对客户的理财需求做出详细分析，并量身定制全面的资产管理方案，实现资产增值；<br>3、通过公司组织的各类高端市场拓客活动，提高客户转化率; 对已开发的客户进行定期维护和回访，开发客户潜力，并发掘新客户资源；<br>4、根据客户状况进行分层，建立完备的客户档案，根据客户的理财目的和投资偏好，有针对性的做好对客户的日常经营维护与提升工作；<br>5、完成个人业绩任务指标，协助完成团队整体业绩任务。,宜信公司是一家从事普惠金融和财富管理业务的金融科技企业，在信用科技、财富管理科技、保险科技等领域具有优势地位。成立以来，坚持理念创新、模式创新和技术创新，服务了中国400多万个人消费者、小微企业主...,http://company.zhaopin.com/CC371111518.htm,http://jobs.zhaopin.com/CC371111510J40528004107.htm,2024-05-11 21:31:59
固收研究员-信用方向（证券投资部）,北京朝阳区嘉铭中心,硕士,1-3年,招1人,1.5万-3万,证券/期货,股份制企业,1000-9999人,未融资,,全职,<岗位标签>信用研究；证券从业资格证</岗位标签>岗位职责: 1.密切跟踪每日信用债一二级市场动态，研判信用利差及收益率变化趋势，挖掘信用主题投资机会，协助投资经理制定信用投资和交易策略。 2.深入分析和跟踪重点行业和企业的信用情况，完善信用策略研究体系，定期撰写信用投研专题报告，及时提出有价值的投资建议。 3.协助投资经理进行信用品种账户管理，辅助完成日常交易的各类流程，密切跟踪存量持仓品种的信用动态及市场成交情况，完成个券或相关行业的调研并撰写研究报告。 4.完成领导要求的其他工作。 任职要求: 1.,"诚通证券股份有限公司是一家专业化、全国性的综合类证券公司。公司注册地为北京市，注册资本金为人民币291,000万元。公司下属5家分公司，60多家证券营业部,遍及北京、上海、天津、重庆、内蒙古、河南、河北、...",http://company.zhaopin.com/CZ000566840.htm,http://jobs.zhaopin.com/CC000566840J40471060006.htm,2024-05-11 18:29:54
理财经理,北京朝阳区北京朝阳区农展馆北里12(团结湖地铁站B东北口步行200米)16层,本科,经验不限,招1人,6千-1万·13薪,证券/期货,股份制企业,20-99人,,,全职,<岗位标签>客户开发；投资理财；财富管理；资产管理；资产配置；理财规划；团队管理；渠道维护</岗位标签>维护银行代销渠道，组织代销产品（资管计划、基金投顾）路演、持营及售后；经纪业务；维护存量客户，开发增量客户。<br><br>底薪（6000－10000）＋提成＋年终奖＋福利。<br><br><br>职位福利：年底双薪、绩效奖金、五险一金、交通补助、餐补、通讯补助、采暖补贴、节日福利<br><br>职位要求：本科及以上学历，具备证券从业资格、基金从业资格、投资顾问资格。,中国银河证券股份有限公司（以下简称“公司”）成立于2007年1月26日。公司是经国务院批准，在承接原中国银河证券有限责任公司的证券经纪业务、投行业务及相关资产的基础上，由中国银河金融控股有限责任公司作...,http://company.zhaopin.com/P2/CC1548/5421/CC154854210.htm,http://jobs.zhaopin.com/CC154854210J40247699006.htm,2024-05-11 19:51:32
证券投资顾问,北京西城区阜成门外大街甲28号,本科,经验不限,招2人,7千-1.4万,证券/期货,国企,1000-9999人,已上市,,全职,<岗位标签>证券从业资格证；基金从业资格证；股票市场；期货市场；债券市场；基金市场；市场环境；证券投资咨询资格证</岗位标签>岗位职责：负责证券营业部投资顾问业务的具体推广实施；负责证券营业部中高端客户的有效开发、维护、投资咨询及综合理财服务；负责金融产品的培训、推广；配合营销团队做好客户开发及服务工作。 任职要求：具有较强的学习能力、较强的逻辑思维能力、优秀沟通表达能力和团队合作精神，热爱投顾工作，能够吃苦耐劳。无违法违规记录。学历要求：本科及以上学历。 薪酬待遇：底薪+业绩提成<br><br>职位福利,1995年11月，长城证券获中国人民银行批准，在原深圳长城证券部和海南汇通国际信托投资公司所属证券机构合并基础上组建设立。长城证券正式成立于1996年5月，公司办公地址在广东省深圳市福田区金田路2026号能...,http://company.zhaopin.com/CC138953418.htm,http://jobs.zhaopin.com/CC138953410J40211929209.htm,2024-05-11 19:31:47
固收研究员-利率方向（证券投资部）,北京朝阳区嘉铭中心,硕士,3-5年,招1人,1.5万-3万,证券/期货,股份制企业,1000-9999人,未融资,,全职,<岗位标签>证券从业资格；固收研究</岗位标签>岗位职责: 1.跟踪宏观经济、货币政策及市场环境的变化，梳理宏观研究的逻辑和框架，维护宏观经济指标数据库，补充完善利率及衍生品投研体系，撰写相关投研报告。 2.研究宏观经济与金融市场之间的关系，参与投资策略的分析和讨论，辅助投资经理制定有效的利率及衍生品投资交易策略。 3.协助投资经理进行利率品种账户管理，辅助完成日常交易的各类流程、数据汇总等，密切跟踪持仓市场成交情况，完成相关日报、专题报告等。 4、完成领导要求的其他工作。 任职要求: 1.硕士研究生及以,"诚通证券股份有限公司是一家专业化、全国性的综合类证券公司。公司注册地为北京市，注册资本金为人民币291,000万元。公司下属5家分公司，60多家证券营业部,遍及北京、上海、天津、重庆、内蒙古、河南、河北、...",http://company.zhaopin.com/CZ000566840.htm,http://jobs.zhaopin.com/CC000566840J40471059206.htm,2024-05-11 18:29:43
